site	gene_id	gene_name	chrom	pos	n_sig_windows	min_p	windows
NC_000006.12:86406790	ENSG00000168830.8	HTR1E	chr6	86406790	1	4.88472e-05	up
NC_000002.12:200684307	ENSG00000138356.14	AOX1	chr2	200684307	1	4.88851e-05	dn
NC_000006.12:110476450	ENSG00000004809.14	SLC22A16	chr6	110476450	2	4.89131e-05	body,up
NC_000003.12:111348491	ENSG00000153283.13	CD96	chr3	111348491	1	4.89615e-05	body
NC_000005.10:148371551	ENSG00000145868.17	FBXO38	chr5	148371551	1	4.89964e-05	body
NC_000014.9:61846387	ENSG00000139973.18	SYT16	chr14	61846387	1	4.9154e-05	up
NC_000018.10:43132749	ENSG00000152214.14	RIT2	chr18	43132749	1	4.91647e-05	up
NC_000003.12:125991196	ENSG00000114547.10	ROPN1B	chr3	125991196	1	4.91675e-05	dn
NC_000008.11:31685376	ENSG00000157168.22	NRG1	chr8	31685376	1	4.91808e-05	body
NC_000020.11:31214970	ENSG00000215547.1	DEFB115	chr20	31214970	1	4.92391e-05	up
NC_000004.12:41547219	ENSG00000064042.18	LIMCH1	chr4	41547219	1	4.93022e-05	body
NC_000009.12:127251527	ENSG00000136895.19	GARNL3	chr9	127251527	1	4.93359e-05	prom
NC_000022.11:47370649	ENSG00000054611.14	TBC1D22A	chr22	47370649	1	4.95182e-05	enh
NC_000004.12:190120819	ENSG00000260596.5	DUX4	chr4	190120819	1	4.95724e-05	up
NC_000005.10:841225	ENSG00000188818.13	ZDHHC11	chr5	841225	3	4.95772e-05	body,dn,up
NC_000002.12:117871974	ENSG00000088205.13	DDX18	chr2	117871974	1	4.97194e-05	dn
NC_000013.11:24686716	ENSG00000075673.12	ATP12A	chr13	24686716	1	4.98515e-05	body
NC_000007.14:120906811	ENSG00000071243.16	ING3	chr7	120906811	1	4.98785e-05	up
NC_000002.12:157568211	ENSG00000123612.16	ACVR1C	chr2	157568211	3	4.9946e-05	body,dn,up
NC_000002.12:236266600	ENSG00000182177.15	ASB18	chr2	236266600	3	4.99559e-05	body,dn,up
NC_000003.12:117588007	ENSG00000185565.13	LSAMP	chr3	117588007	1	4.99683e-05	body
NC_000009.12:32702631	ENSG00000122728.6	TAF1L	chr9	32702631	1	5.00475e-05	dn
NC_000020.11:31060234	ENSG00000215547.1	DEFB115	chr20	31060234	1	5.01156e-05	up
NC_000001.11:152220033	ENSG00000197915.7	HRNR	chr1	152220033	1	5.01601e-05	dn
NC_000021.9:45735461	ENSG00000183570.17	PCBP3	chr21	45735461	1	5.01656e-05	prom
NC_000020.11:54016614	ENSG00000064787.14	BCAS1	chr20	54016614	3	5.02884e-05	body,dn,up
NC_000009.12:1023194	ENSG00000173253.16	DMRT2	chr9	1023194	1	5.0497e-05	up
NC_000011.10:86786528	ENSG00000150687.12	PRSS23	chr11	86786528	1	5.05284e-05	up
NC_000003.12:190607020	ENSG00000196083.11	IL1RAP	chr3	190607020	1	5.0597e-05	dn
NC_000012.12:8351391	ENSG00000205846.4	CLEC6A	chr12	8351391	1	5.06035e-05	up
NC_000003.12:4174620	ENSG00000170364.13	SETMAR	chr3	4174620	1	5.06392e-05	up
NC_000003.12:26745980	ENSG00000179796.13	LRRC3B	chr3	26745980	1	5.06887e-05	dn
NC_000002.12:3538206	ENSG00000182551.14	ADI1	chr2	3538206	1	5.07297e-05	dn
NC_000008.11:138142338	ENSG00000147724.12	FAM135B	chr8	138142338	1	5.07789e-05	body
NC_000010.11:25896499	ENSG00000095777.17	MYO3A	chr10	25896499	1	5.08778e-05	up
NC_000009.12:121816139	ENSG00000136848.19	DAB2IP	chr9	121816139	1	5.08811e-05	dn
NC_000018.10:12085554	ENSG00000181626.12	ANKRD62	chr18	12085554	1	5.09192e-05	up
NC_000004.12:67973382	ENSG00000187054.17	TMPRSS11A	chr4	67973382	1	5.1024e-05	dn
NC_000001.11:58636123	ENSG00000184292.7	TACSTD2	chr1	58636123	1	5.10543e-05	dn
NC_000013.11:21353731	ENSG00000180776.17	ZDHHC20	chr13	21353731	3	5.11335e-05	body,dn,up
NC_000006.12:87009038	ENSG00000168830.8	HTR1E	chr6	87009038	1	5.11533e-05	up
NC_000006.12:116608002	ENSG00000111834.13	RSPH4A	chr6	116608002	1	5.12506e-05	up
NC_000002.12:101945496	ENSG00000115590.14	IL1R2	chr2	101945496	1	5.13375e-05	body
NC_000006.12:157312442	ENSG00000215712.11	TMEM242	chr6	157312442	1	5.137e-05	up
NC_000001.11:208007086	ENSG00000174059.17	CD34	chr1	208007086	1	5.13749e-05	up
NC_000006.12:86945469	ENSG00000168830.8	HTR1E	chr6	86945469	1	5.15071e-05	up
NC_000016.10:49944776	ENSG00000205423.12	CNEP1R1	chr16	49944776	1	5.15249e-05	up
NC_000009.12:138173026	ENSG00000148408.15	CACNA1B	chr9	138173026	1	5.16702e-05	prom
NC_000009.12:113084327	ENSG00000136866.14	ZFP37	chr9	113084327	1	5.16738e-05	dn
NC_000008.11:66311339	ENSG00000179041.4	RRS1	chr8	66311339	1	5.18877e-05	up
NC_000001.11:121016244	ENSG00000263353.4	PPIAL4A	chr1	121016244	1	5.1938e-05	up
NC_000001.11:2668922	ENSG00000142606.16	MMEL1	chr1	2668922	1	5.19839e-05	dn
NC_000004.12:49883768	ENSG00000109182.12	CWH43	chr4	49883768	1	5.21693e-05	up
NC_000010.11:3063664	ENSG00000067057.19	PFKP	chr10	3063664	1	5.22527e-05	up
NC_000021.9:42398576	ENSG00000160183.17	TMPRSS3	chr21	42398576	1	5.2277e-05	enh
NC_000010.11:129371480	ENSG00000170430.10	MGMT	chr10	129371480	1	5.23321e-05	up
NC_000003.12:133745630	ENSG00000091513.16	TF	chr3	133745630	1	5.2369e-05	body
NC_000003.12:187109342	ENSG00000163923.10	RPL39L	chr3	187109342	1	5.23807e-05	up
NC_000017.11:73182127	ENSG00000166685.13	COG1	chr17	73182127	1	5.24167e-05	dn
NC_000004.12:138708761	ENSG00000151014.6	NOCT	chr4	138708761	1	5.2437e-05	body
NC_000011.10:5921393	ENSG00000132256.20	TRIM5	chr11	5921393	1	5.25358e-05	up
NC_000012.12:133250400	ENSG00000227059.7	ANHX	chr12	133250400	1	5.26311e-05	dn
NC_000020.11:31231780	ENSG00000215547.1	DEFB115	chr20	31231780	1	5.26583e-05	up
NC_000002.12:14381209	ENSG00000162981.14	LRATD1	chr2	14381209	1	5.27558e-05	up
NC_000009.12:138176282	ENSG00000148408.15	CACNA1B	chr9	138176282	1	5.29204e-05	prom
NC_000010.11:23189667	ENSG00000168267.7	PTF1A	chr10	23189667	1	5.29228e-05	up
NC_000003.12:122186448	ENSG00000036828.17	CASR	chr3	122186448	1	5.32973e-05	enh
NC_000006.12:6493585	ENSG00000112799.9	LY86	chr6	6493585	1	5.33214e-05	up
NC_000006.12:122362923	ENSG00000025156.13	HSF2	chr6	122362923	1	5.34324e-05	up
NC_000008.11:116665823	ENSG00000147679.12	UTP23	chr8	116665823	1	5.3472e-05	up
NC_000009.12:130869802	ENSG00000188710.3	QRFP	chr9	130869802	1	5.34743e-05	dn
NC_000010.11:124555460	ENSG00000107902.14	LHPP	chr10	124555460	1	5.35137e-05	body
NC_000009.12:138166239	ENSG00000148408.15	CACNA1B	chr9	138166239	1	5.35139e-05	prom
NC_000009.12:113083832	ENSG00000136866.14	ZFP37	chr9	113083832	1	5.35999e-05	dn
NC_000001.11:152999879	ENSG00000163209.15	SPRR3	chr1	152999879	1	5.3649e-05	dn
NC_000013.11:99108361	ENSG00000088387.22	DOCK9	chr13	99108361	1	5.36607e-05	up
NC_000003.12:133384714	ENSG00000170819.5	BFSP2	chr3	133384714	1	5.37372e-05	up
NC_000008.11:100752329	ENSG00000070756.17	PABPC1	chr8	100752329	1	5.38083e-05	dn
NC_000017.11:26854400	ENSG00000109046.15	WSB1	chr17	26854400	1	5.38337e-05	up
NC_000018.10:79939890	ENSG00000122490.19	SLC66A2	chr18	79939890	1	5.38413e-05	enh
NC_000018.10:79917428	ENSG00000122490.19	SLC66A2	chr18	79917428	1	5.39111e-05	up
NC_000011.10:5922624	ENSG00000132256.20	TRIM5	chr11	5922624	1	5.40235e-05	up
NC_000017.11:11971868	ENSG00000154957.14	ZNF18	chr17	11971868	1	5.40378e-05	up
NC_000012.12:48503314	ENSG00000177627.11	C12orf54	chr12	48503314	1	5.41711e-05	dn
NC_000010.11:47096854	ENSG00000204179.11	PTPN20	chr10	47096854	1	5.43892e-05	up
NC_000006.12:169531591	ENSG00000285733.1	ENSG00000285733	chr6	169531591	1	5.44226e-05	dn
NC_000020.11:39107999	ENSG00000101452.15	DHX35	chr20	39107999	1	5.44531e-05	up
NC_000020.11:61488591	ENSG00000179242.16	CDH4	chr20	61488591	1	5.45077e-05	up
NC_000012.12:71285552	ENSG00000139292.13	LGR5	chr12	71285552	1	5.45769e-05	up
NC_000007.14:158916712	ENSG00000126870.16	DYNC2I1	chr7	158916712	1	5.4854e-05	body
NC_000020.11:45437716	ENSG00000124155.19	PIGT	chr20	45437716	1	5.49903e-05	body
NC_000004.12:72139864	ENSG00000056291.19	NPFFR2	chr4	72139864	1	5.50468e-05	body
NC_000001.11:2662070	ENSG00000142606.16	MMEL1	chr1	2662070	1	5.52387e-05	dn
NC_000022.11:15592887	ENSG00000130538.6	OR11H1	chr22	15592887	1	5.52669e-05	dn
NC_000001.11:33107787	ENSG00000142920.18	AZIN2	chr1	33107787	1	5.52923e-05	up
NC_000015.10:57784248	ENSG00000255529.9	POLR2M	chr15	57784248	1	5.5302e-05	body
NC_000009.12:32713903	ENSG00000188133.6	TMEM215	chr9	32713903	1	5.53139e-05	up
NC_000010.11:49281923	ENSG00000177354.12	C10orf71	chr10	49281923	1	5.54149e-05	body
NC_000010.11:10768025	ENSG00000048740.19	CELF2	chr10	10768025	1	5.54199e-05	up
NC_000001.11:2664731	ENSG00000142606.16	MMEL1	chr1	2664731	1	5.54244e-05	dn
NC_000007.14:150548036	ENSG00000133574.10	GIMAP4	chr7	150548036	1	5.54673e-05	up
NC_000018.10:103576	ENSG00000173213.11	TUBB8B	chr18	103576	1	5.56997e-05	dn
NC_000003.12:137087093	ENSG00000174564.13	IL20RB	chr3	137087093	1	5.57799e-05	up
NC_000011.10:69321888	ENSG00000172927.9	MYEOV	chr11	69321888	2	5.58136e-05	body,enh
NC_000001.11:56668853	ENSG00000162409.12	PRKAA2	chr1	56668853	1	5.60102e-05	up
NC_000009.12:1031078	ENSG00000173253.16	DMRT2	chr9	1031078	1	5.60889e-05	up
NC_000004.12:8628163	ENSG00000109625.19	CPZ	chr4	8628163	1	5.61059e-05	body
NC_000001.11:205563655	ENSG00000174514.13	MFSD4A	chr1	205563655	1	5.61119e-05	up
NC_000020.11:31204481	ENSG00000215547.1	DEFB115	chr20	31204481	1	5.62282e-05	up
NC_000011.10:35917592	ENSG00000179241.13	LDLRAD3	chr11	35917592	1	5.63561e-05	enh
NC_000022.11:44890479	ENSG00000056487.17	PHF21B	chr22	44890479	2	5.64236e-05	body,dn
NC_000009.12:131859907	ENSG00000107263.19	RAPGEF1	chr9	131859907	1	5.66914e-05	up
NC_000001.11:153016090	ENSG00000163209.15	SPRR3	chr1	153016090	1	5.67006e-05	dn
NC_000003.12:98165304	ENSG00000233412.6	OR5H15	chr3	98165304	1	5.67828e-05	dn
NC_000010.11:17289733	ENSG00000026025.16	VIM	chr10	17289733	1	5.68045e-05	dn
NC_000020.11:5307555	ENSG00000101292.8	PROKR2	chr20	5307555	1	5.68178e-05	up
NC_000003.12:178704821	ENSG00000275163.1	ENSG00000275163	chr3	178704821	1	5.70132e-05	body
NC_000006.12:4020455	ENSG00000112739.17	PRPF4B	chr6	4020455	1	5.7257e-05	body
NC_000020.11:31065043	ENSG00000215547.1	DEFB115	chr20	31065043	1	5.72967e-05	up
NC_000005.10:115602107	ENSG00000243414.6	TICAM2	chr5	115602107	1	5.74085e-05	dn
NC_000012.12:106500506	ENSG00000111783.13	RFX4	chr12	106500506	1	5.74201e-05	up
NC_000001.11:732462	ENSG00000284662.2	OR4F16	chr1	732462	1	5.76952e-05	prom
NC_000010.11:110708952	ENSG00000203867.8	RBM20	chr10	110708952	1	5.78435e-05	body
NC_000008.11:66327344	ENSG00000179041.4	RRS1	chr8	66327344	1	5.79332e-05	up
NC_000006.12:148444680	ENSG00000111961.19	SASH1	chr6	148444680	1	5.81056e-05	up
NC_000008.11:15498328	ENSG00000104723.21	TUSC3	chr8	15498328	1	5.81356e-05	enh
NC_000017.11:21722610	ENSG00000260458.3	KCNJ18	chr17	21722610	1	5.82234e-05	dn
NC_000003.12:194753529	ENSG00000185112.6	FAM43A	chr3	194753529	1	5.83718e-05	dn
NC_000001.11:115271703	ENSG00000134259.6	NGF	chr1	115271703	1	5.83805e-05	up
NC_000013.11:40874284	ENSG00000102743.16	SLC25A15	chr13	40874284	1	5.83936e-05	dn
NC_000009.12:101515397	ENSG00000165152.9	PGAP4	chr9	101515397	1	5.83952e-05	dn
NC_000004.12:151517138	ENSG00000164142.16	FHIP1A	chr4	151517138	1	5.84176e-05	body
NC_000003.12:189631146	ENSG00000073282.14	TP63	chr3	189631146	1	5.84215e-05	body
NC_000014.9:20705085	ENSG00000259171.1	ENSG00000259171	chr14	20705085	1	5.84532e-05	enh
NC_000006.12:46490081	ENSG00000172348.16	RCAN2	chr6	46490081	1	5.85946e-05	body
NC_000007.14:158704041	ENSG00000146918.20	NCAPG2	chr7	158704041	1	5.86327e-05	prom
NC_000006.12:18098339	ENSG00000187566.6	NHLRC1	chr6	18098339	1	5.86443e-05	dn
NC_000007.14:57839089	ENSG00000182111.9	ZNF716	chr7	57839089	1	5.86559e-05	dn
NC_000005.10:44797664	ENSG00000112996.11	MRPS30	chr5	44797664	1	5.866e-05	up
NC_000012.12:112654971	ENSG00000089169.15	RPH3A	chr12	112654971	1	5.86661e-05	enh
NC_000002.12:3181224	ENSG00000032389.13	EIPR1	chr2	3181224	1	5.86741e-05	up
NC_000009.12:113082672	ENSG00000136866.14	ZFP37	chr9	113082672	1	5.875e-05	dn
NC_000003.12:102236771	ENSG00000170044.9	ZPLD1	chr3	102236771	1	5.87572e-05	body
NC_000011.10:4392644	ENSG00000132109.10	TRIM21	chr11	4392644	1	5.88568e-05	up
NC_000009.12:94592636	ENSG00000130957.5	FBP2	chr9	94592636	1	5.89135e-05	dn
NC_000011.10:123747551	ENSG00000166261.11	ZNF202	chr11	123747551	1	5.90213e-05	dn
NC_000009.12:104634436	ENSG00000136839.1	OR13C9	chr9	104634436	1	5.91387e-05	dn
NC_000007.14:100998605	ENSG00000169876.14	MUC17	chr7	100998605	1	5.91865e-05	dn
NC_000001.11:2658430	ENSG00000142606.16	MMEL1	chr1	2658430	1	5.92179e-05	dn
NC_000003.12:75690678	ENSG00000172969.8	FRG2C	chr3	75690678	1	5.92943e-05	dn
NC_000004.12:119330599	ENSG00000145384.4	FABP2	chr4	119330599	1	5.93161e-05	dn
NC_000019.10:21626575	ENSG00000197013.11	ZNF429	chr19	21626575	1	5.93179e-05	dn
NC_000004.12:55157952	ENSG00000128052.10	KDR	chr4	55157952	1	5.93653e-05	dn
NC_000013.11:27960014	ENSG00000165556.10	CDX2	chr13	27960014	1	5.95202e-05	dn
NC_000004.12:125317535	ENSG00000196159.14	FAT4	chr4	125317535	1	5.95823e-05	dn
NC_000003.12:41288938	ENSG00000168036.19	CTNNB1	chr3	41288938	1	5.96967e-05	dn
NC_000018.10:31996687	ENSG00000101695.9	RNF125	chr18	31996687	1	5.98378e-05	dn
NC_000006.12:168170065	ENSG00000153303.18	FRMD1	chr6	168170065	2	5.98799e-05	body,up
NC_000020.11:61623978	ENSG00000179242.16	CDH4	chr20	61623978	1	6.00139e-05	up
NC_000001.11:726647	ENSG00000284662.2	OR4F16	chr1	726647	1	6.00553e-05	up
NC_000006.12:165825786	ENSG00000112541.19	PDE10A	chr6	165825786	1	6.00736e-05	body
NC_000001.11:179570483	ENSG00000116218.13	NPHS2	chr1	179570483	1	6.01234e-05	dn
NC_000009.12:3553721	ENSG00000080298.16	RFX3	chr9	3553721	1	6.01384e-05	body
NC_000011.10:58402670	ENSG00000172769.4	OR5B3	chr11	58402670	1	6.03042e-05	dn
NC_000004.12:6356038	ENSG00000109501.15	WFS1	chr4	6356038	1	6.03785e-05	up
NC_000007.14:93332603	ENSG00000004766.17	VPS50	chr7	93332603	1	6.05497e-05	body
NC_000005.10:168685754	ENSG00000120137.7	PANK3	chr5	168685754	1	6.05543e-05	dn
NC_000020.11:31061523	ENSG00000215547.1	DEFB115	chr20	31061523	1	6.06556e-05	up
NC_000013.11:43929749	ENSG00000281883.1	ENSG00000281883	chr13	43929749	1	6.08084e-05	prom
NC_000015.10:25134299	ENSG00000214265.11	ENSG00000214265	chr15	25134299	1	6.08463e-05	up
NC_000020.11:42733175	ENSG00000196090.14	PTPRT	chr20	42733175	1	6.10053e-05	up
NC_000011.10:33441496	ENSG00000110427.17	KIAA1549L	chr11	33441496	1	6.10236e-05	body
NC_000020.11:31224262	ENSG00000215547.1	DEFB115	chr20	31224262	1	6.11348e-05	up
NC_000009.12:113065668	ENSG00000136866.14	ZFP37	chr9	113065668	1	6.11789e-05	dn
NC_000006.12:96996639	ENSG00000186231.17	KLHL32	chr6	96996639	1	6.12669e-05	body
NC_000001.11:121016654	ENSG00000263353.4	PPIAL4A	chr1	121016654	1	6.12783e-05	up
NC_000013.11:27426196	ENSG00000122034.17	GTF3A	chr13	27426196	1	6.13747e-05	dn
NC_000009.12:23704141	ENSG00000107105.15	ELAVL2	chr9	23704141	2	6.17316e-05	body,dn
NC_000012.12:81204554	ENSG00000111052.8	LIN7A	chr12	81204554	1	6.1834e-05	up
NC_000015.10:40374647	ENSG00000128944.14	KNSTRN	chr15	40374647	1	6.18831e-05	up
NC_000010.11:38498028	ENSG00000283930.1	PLD5P1	chr10	38498028	1	6.19196e-05	up
NC_000003.12:7080514	ENSG00000196277.17	GRM7	chr3	7080514	1	6.19285e-05	body
NC_000003.12:42478437	ENSG00000114812.13	VIPR1	chr3	42478437	1	6.19303e-05	up
NC_000010.11:133759221	ENSG00000225899.8	FRG2B	chr10	133759221	1	6.19318e-05	dn
NC_000011.10:20605707	ENSG00000165970.12	SLC6A5	chr11	20605707	1	6.20281e-05	up
NC_000003.12:41640786	ENSG00000168038.11	ULK4	chr3	41640786	1	6.20662e-05	dn
NC_000003.12:179121600	ENSG00000121879.6	PIK3CA	chr3	179121600	1	6.21367e-05	up
NC_000010.11:34496884	ENSG00000148498.17	PARD3	chr10	34496884	1	6.24009e-05	body
NC_000010.11:38861437	ENSG00000283930.1	PLD5P1	chr10	38861437	1	6.2465e-05	dn
NC_000020.11:31215680	ENSG00000215547.1	DEFB115	chr20	31215680	1	6.24702e-05	up
NC_000008.11:205943	ENSG00000172748.14	ZNF596	chr8	205943	1	6.24948e-05	dn
NC_000002.12:74956349	ENSG00000115350.12	POLE4	chr2	74956349	1	6.27017e-05	dn
NC_000006.12:17206897	ENSG00000112183.15	RBM24	chr6	17206897	1	6.27765e-05	dn
NC_000020.11:31061578	ENSG00000215547.1	DEFB115	chr20	31061578	1	6.29554e-05	up
NC_000001.11:193310691	ENSG00000162630.6	B3GALT2	chr1	193310691	1	6.29985e-05	dn
NC_000002.12:3896356	ENSG00000214866.9	DCDC2C	chr2	3896356	1	6.30236e-05	dn
NC_000010.11:16748959	ENSG00000148484.18	RSU1	chr10	16748959	1	6.31558e-05	body
NC_000004.12:112427848	ENSG00000178403.4	NEUROG2	chr4	112427848	1	6.33755e-05	up
NC_000003.12:17309884	ENSG00000154822.18	PLCL2	chr3	17309884	1	6.34249e-05	enh
NC_000020.11:31057281	ENSG00000215547.1	DEFB115	chr20	31057281	1	6.34279e-05	up
NC_000002.12:216889958	ENSG00000118245.2	TNP1	chr2	216889958	1	6.3458e-05	up
NC_000001.11:56354337	ENSG00000284686.1	ENSG00000284686	chr1	56354337	1	6.34649e-05	body
NC_000012.12:112678445	ENSG00000089169.15	RPH3A	chr12	112678445	1	6.34725e-05	enh
NC_000014.9:19723115	ENSG00000176294.6	OR4N2	chr14	19723115	1	6.36453e-05	body
NC_000008.11:135589826	ENSG00000131773.15	KHDRBS3	chr8	135589826	1	6.36781e-05	body
NC_000012.12:57654359	ENSG00000135454.14	B4GALNT1	chr12	57654359	1	6.3693e-05	dn
NC_000013.11:31830666	ENSG00000073910.23	FRY	chr13	31830666	1	6.37515e-05	up
NC_000009.12:32828469	ENSG00000188133.6	TMEM215	chr9	32828469	1	6.38242e-05	up
NC_000002.12:156128360	ENSG00000153234.16	NR4A2	chr2	156128360	1	6.38509e-05	up
NC_000002.12:68980232	ENSG00000169605.7	GKN1	chr2	68980232	1	6.38528e-05	body
NC_000008.11:19868637	ENSG00000175445.17	LPL	chr8	19868637	1	6.38533e-05	up
NC_000004.12:173435808	ENSG00000164106.8	SCRG1	chr4	173435808	1	6.40562e-05	dn
NC_000020.11:5528811	ENSG00000125772.14	GPCPD1	chr20	5528811	1	6.40985e-05	enh
NC_000013.11:48622113	ENSG00000152207.8	CYSLTR2	chr13	48622113	1	6.41803e-05	up
NC_000011.10:26967073	ENSG00000176971.4	FIBIN	chr11	26967073	1	6.42047e-05	up
NC_000009.12:74280375	ENSG00000198963.11	RORB	chr9	74280375	1	6.42403e-05	body
NC_000003.12:12003917	ENSG00000157152.17	SYN2	chr3	12003917	1	6.4287e-05	body
NC_000010.11:133320417	ENSG00000130640.15	TUBGCP2	chr10	133320417	1	6.42956e-05	body
NC_000011.10:36572471	ENSG00000166352.18	IFTAP	chr11	36572471	1	6.43841e-05	up
NC_000007.14:100996841	ENSG00000169876.14	MUC17	chr7	100996841	1	6.44297e-05	up
NC_000007.14:158917168	ENSG00000126870.16	DYNC2I1	chr7	158917168	1	6.44991e-05	enh
NC_000004.12:195280	ENSG00000250312.8	ZNF718	chr4	195280	1	6.4831e-05	body
NC_000006.12:109966145	ENSG00000146360.9	GPR6	chr6	109966145	1	6.4873e-05	enh
NC_000004.12:72077837	ENSG00000056291.19	NPFFR2	chr4	72077837	1	6.50022e-05	body
NC_000006.12:117474478	ENSG00000164465.19	DCBLD1	chr6	117474478	1	6.50057e-05	body
NC_000005.10:36792721	ENSG00000164190.19	NIPBL	chr5	36792721	1	6.50506e-05	up
NC_000001.11:200737467	ENSG00000118200.15	CAMSAP2	chr1	200737467	1	6.50668e-05	up
NC_000004.12:87568625	ENSG00000152583.13	SPARCL1	chr4	87568625	1	6.51757e-05	dn
NC_000009.12:113082165	ENSG00000136866.14	ZFP37	chr9	113082165	1	6.52236e-05	dn
NC_000013.11:50400070	ENSG00000198553.9	KCNRG	chr13	50400070	1	6.52823e-05	prom
NC_000001.11:115252844	ENSG00000134259.6	NGF	chr1	115252844	1	6.53142e-05	up
NC_000007.14:155738344	ENSG00000164690.8	SHH	chr7	155738344	1	6.53646e-05	up
NC_000012.12:112544957	ENSG00000089169.15	RPH3A	chr12	112544957	1	6.54157e-05	enh
NC_000004.12:99261125	ENSG00000187758.8	ADH1A	chr4	99261125	1	6.56523e-05	up
NC_000007.14:98942861	ENSG00000196367.15	TRRAP	chr7	98942861	1	6.58231e-05	dn
NC_000010.11:3051026	ENSG00000067057.19	PFKP	chr10	3051026	1	6.59031e-05	up
NC_000008.11:130576758	ENSG00000153317.15	ASAP1	chr8	130576758	1	6.60189e-05	body
NC_000011.10:86599744	ENSG00000151376.19	ME3	chr11	86599744	1	6.60341e-05	body
NC_000020.11:31221373	ENSG00000215547.1	DEFB115	chr20	31221373	1	6.60436e-05	up
NC_000013.11:100555656	ENSG00000134864.11	GGACT	chr13	100555656	1	6.60821e-05	dn
NC_000002.12:172445504	ENSG00000152256.14	PDK1	chr2	172445504	1	6.61548e-05	up
NC_000001.11:10307510	ENSG00000142657.21	PGD	chr1	10307510	1	6.61804e-05	dn
NC_000004.12:186844531	ENSG00000083857.15	FAT1	chr4	186844531	1	6.61815e-05	up
NC_000020.11:31215716	ENSG00000215547.1	DEFB115	chr20	31215716	1	6.62623e-05	up
NC_000002.12:237655079	ENSG00000124831.20	LRRFIP1	chr2	237655079	1	6.66258e-05	body
NC_000002.12:208604054	ENSG00000144407.10	PTH2R	chr2	208604054	1	6.68281e-05	body
NC_000002.12:85875878	ENSG00000115525.18	ST3GAL5	chr2	85875878	1	6.68303e-05	enh
NC_000001.11:30725817	ENSG00000162510.6	MATN1	chr1	30725817	1	6.68971e-05	dn
NC_000008.11:142242245	ENSG00000171045.16	TSNARE1	chr8	142242245	1	6.71155e-05	dn
NC_000015.10:37864359	ENSG00000166069.14	TMCO5A	chr15	37864359	1	6.71664e-05	up
NC_000014.9:66723406	ENSG00000171723.16	GPHN	chr14	66723406	1	6.73003e-05	body
NC_000021.9:42687700	ENSG00000160191.18	PDE9A	chr21	42687700	1	6.73048e-05	body
NC_000005.10:838422	ENSG00000188818.13	ZDHHC11	chr5	838422	1	6.73163e-05	up
NC_000013.11:114297039	ENSG00000169062.15	UPF3A	chr13	114297039	1	6.73968e-05	up
NC_000020.11:45690233	ENSG00000168634.5	WFDC13	chr20	45690233	1	6.74418e-05	dn
NC_000002.12:136762465	ENSG00000144229.13	THSD7B	chr2	136762465	1	6.74756e-05	dn
NC_000002.12:47582219	ENSG00000184261.5	KCNK12	chr2	47582219	1	6.74834e-05	dn
NC_000013.11:95209052	ENSG00000125257.16	ABCC4	chr13	95209052	1	6.75581e-05	body
NC_000010.11:104078055	ENSG00000065618.21	COL17A1	chr10	104078055	1	6.76543e-05	up
NC_000002.12:200339828	ENSG00000196141.14	SPATS2L	chr2	200339828	1	6.78263e-05	body
NC_000012.12:111211622	ENSG00000198324.14	PHETA1	chr12	111211622	1	6.78585e-05	up
NC_000016.10:13558833	ENSG00000175595.16	ERCC4	chr16	13558833	1	6.78693e-05	dn
NC_000011.10:118679134	ENSG00000118094.12	TREH	chr11	118679134	1	6.78949e-05	dn
NC_000009.12:32823233	ENSG00000188133.6	TMEM215	chr9	32823233	1	6.7956e-05	up
NC_000017.11:27861118	ENSG00000266202.1	ENSG00000266202	chr17	27861118	1	6.79885e-05	enh
NC_000011.10:107593136	ENSG00000110675.13	ELMOD1	chr11	107593136	1	6.81242e-05	body
NC_000001.11:4198205	ENSG00000198912.12	C1orf174	chr1	4198205	1	6.81738e-05	up
NC_000004.12:7080092	ENSG00000109519.14	GRPEL1	chr4	7080092	1	6.84039e-05	up
NC_000008.11:139973657	ENSG00000169427.8	KCNK9	chr8	139973657	3	6.84176e-05	body,dn,up
NC_000007.14:156930702	ENSG00000146909.8	NOM1	chr7	156930702	1	6.84784e-05	up
NC_000010.11:46881617	ENSG00000204179.11	PTPN20	chr10	46881617	1	6.84909e-05	up
NC_000020.11:25775420	ENSG00000130684.14	ZNF337	chr20	25775420	1	6.85953e-05	up
NC_000009.12:113064367	ENSG00000136866.14	ZFP37	chr9	113064367	1	6.86115e-05	dn
NC_000014.9:70478590	ENSG00000134007.5	ADAM20	chr14	70478590	1	6.86573e-05	up
NC_000001.11:60350068	ENSG00000162598.13	C1orf87	chr1	60350068	2	6.86875e-05	body,up
NC_000012.12:13045008	ENSG00000084444.14	FAM234B	chr12	13045008	1	6.87405e-05	body
NC_000013.11:31780199	ENSG00000133105.8	RXFP2	chr13	31780199	1	6.88664e-05	body
NC_000011.10:77552693	ENSG00000178301.4	AQP11	chr11	77552693	1	6.88742e-05	dn
NC_000011.10:5925116	ENSG00000132256.20	TRIM5	chr11	5925116	1	6.90335e-05	body
NC_000013.11:102640523	ENSG00000134900.13	TPP2	chr13	102640523	1	6.91769e-05	body
NC_000011.10:27637546	ENSG00000176697.20	BDNF	chr11	27637546	1	6.92234e-05	up
NC_000011.10:112503540	ENSG00000188771.5	PLET1	chr11	112503540	1	6.92745e-05	enh
